0	0.36714265	0.0	0.44247732	0.0	0.43736377	0.06746044	0.357244	0.060274333
0	0.357244	0.060274333	0.43736377	0.06746044	0.42838186	0.18796805	0.34161747	0.17719293
0	0.34161747	0.17719293	0.42786217	0.18790351	0.41626078	0.3348067	0.32270548	0.32410952
0	0.3221858	0.32404494	0.41678047	0.33487123	0.4033065	0.515634	0.29884025	0.5035818
0	0.29884025	0.5035818	0.4033065	0.515634	0.38625473	0.73372865	0.27039623	0.71934044
0	0.27039623	0.71934044	0.38681096	0.7328764	0.36844394	0.9839776	0.23751773	0.9677181
0	0.38677442	0.7337932	0.50207764	0.7490337	0.49573314	0.99978536	0.36844394	0.9839776
0	0.40275028	0.5164862	0.50580364	0.5246768	0.50207764	0.7490337	0.38573498	0.7336641
0	0.41626078	0.3348067	0.50981605	0.34550387	0.5063234	0.5247414	0.40275028	0.5164862
0	0.427379	0.18692222	0.5131415	0.19665161	0.50981605	0.34550387	0.41626078	0.3348067
0	0.43740034	0.06654369	0.51599866	0.07261857	0.5131415	0.19665161	0.42838186	0.18796805
0	0.44247732	0.0	0.43688163	0.06647927	0.51599866	0.07261857	0.5172923	0.00091092725
0	0.51677257	0.00084638596	0.51599866	0.07261857	0.5928558	0.0830846	0.5900284	0.009943878
0	0.5154799	0.072554156	0.513105	0.19756834	0.5961958	0.20880853	0.59337455	0.083149016
0	0.513105	0.19756834	0.5097795	0.34642062	0.6016293	0.36059213	0.5961958	0.20880853
0	0.50925976	0.34635606	0.6016293	0.36059213	0.60811794	0.5383043	0.50625026	0.52657485
0	0.5057671	0.5255936	0.60811794	0.5383043	0.61563987	0.7686645	0.5020045	0.7508672
0	0.5014848	0.75080264	0.61563987	0.7686645	0.62354195	1.0	0.49573314	0.99978536
0	0.61563987	0.7686645	0.7284542	0.7808321	0.74927306	1.0	0.62354195	1.0
0	0.60811794	0.5383043	0.7103957	0.5528485	0.7284542	0.7808321	0.61563987	0.7686645
0	0.6016293	0.36059213	0.6955946	0.374104	0.71091545	0.55291307	0.60811794	0.5383043
0	0.5961592	0.20972526	0.6828505	0.22233482	0.6950749	0.3740394	0.6016293	0.36059213
0	0.59292895	0.08125113	0.67383224	0.094984435	0.682887	0.22141808	0.5961226	0.210643
0	0.59054816	0.010008426	0.5928924	0.082167864	0.674351	0.09504886	0.66744196	0.019557714
