0	0.58750814	0.011403687	0.58621794	0.102535196	0.666044	0.11645514	0.6617151	0.022628888
0	0.58621794	0.102535196	0.58596545	0.22610967	0.6716774	0.23723046	0.666044	0.11645514
0	0.58596545	0.22610967	0.5853721	0.37823105	0.67882407	0.39144504	0.6716774	0.23723046
0	0.6880011	0.5791751	0.58412564	0.5653077	0.5854166	0.3773154	0.67882407	0.39144504
0	0.698987	0.805002	0.5825237	0.79199755	0.5836066	0.5652292	0.6880011	0.5791751
0	0.70988387	1.0	0.5806697	1.0	0.58200467	0.79191905	0.698987	0.805002
0	0.5806697	1.0	0.45301285	0.9938035	0.46606168	0.7789923	0.5820492	0.7910034
0	0.48033926	0.54960805	0.46606168	0.7789923	0.5825682	0.7910819	0.5836511	0.56431353
0	0.49088198	0.36485997	0.48033926	0.54960805	0.58417016	0.56439203	0.5853721	0.37823105
0	0.5853721	0.37823105	0.49135658	0.36585414	0.50029695	0.21407405	0.58644	0.22710483
0	0.58587646	0.22794193	0.50029695	0.21407405	0.5085119	0.088012576	0.58621794	0.102535196
0	0.51278216	9.996751e-05	0.5085119	0.088012576	0.58621794	0.102535196	0.5880262	0.011482064
0	0.4401316	0.0	0.4290706	0.07691794	0.5085119	0.088012576	0.51278216	9.996751e-05
0	0.4290706	0.07691794	0.41548872	0.20585705	0.5002525	0.21498966	0.5085119	0.088012576
0	0.49131212	0.36676982	0.3982458	0.35638225	0.41548872	0.20585705	0.5002525	0.21498966
0	0.4802948	0.5505237	0.3764649	0.5357398	0.3982458	0.35638225	0.49079305	0.36669132
0	0.4665353	0.7799864	0.3499397	0.769729	0.3764649	0.5357398	0.4802948	0.5505237
0	0.45301285	0.9938035	0.32535604	0.974493	0.3499397	0.769729	0.4665353	0.7799864
0	0.32535604	0.974493	0.19821826	0.955261	0.2331799	0.7520669	0.3499397	0.769729
0	0.3499397	0.769729	0.2331799	0.7520669	0.27250063	0.52370274	0.3764649	0.5357398
0	0.3764649	0.5357398	0.27250063	0.52370274	0.30253962	0.34651673	0.39820135	0.35729787
0	0.39815685	0.3582135	0.30253962	0.34651673	0.32860515	0.1973271	0.41553319	0.2049414
0	0.35048953	0.06964392	0.32860515	0.1973271	0.41553319	0.2049414	0.4290706	0.07691794
0	0.3664438	0.0	0.35048953	0.06964392	0.4290706	0.07691794	0.4401316	0.0
